Timestamp,Open,High,Low,Close,Volume,OI
2024-11-13T10:10:00+05:30,54,54.7,50.55,52,17900,794500
2024-11-13T10:11:00+05:30,52.3,53.95,51.55,51.75,14250,794500
2024-11-13T10:12:00+05:30,52.35,53.95,51.3,53.55,8700,804850
2024-11-13T10:13:00+05:30,53.6,59.8,53.6,59.45,20125,804850
2024-11-13T10:14:00+05:30,59.9,61.2,57.35,58.8,17825,804850
2024-11-13T10:15:00+05:30,59.35,61.95,59.35,61.1,11900,828500
2024-11-13T10:16:00+05:30,60.95,63.25,59.55,62.55,17100,828500
2024-11-13T10:17:00+05:30,62.1,63,58.4,58.4,19950,828500
2024-11-13T10:18:00+05:30,57.9,59.5,54.9,55.05,14075,836900
2024-11-13T10:19:00+05:30,55.8,57.55,55.05,57,5550,836900
2024-11-13T10:20:00+05:30,56.85,62.35,56.85,60.3,9475,836900
2024-11-13T10:21:00+05:30,60.55,61.8,60.1,60.65,6100,836000
2024-11-13T10:22:00+05:30,59.55,63.2,59.05,61.35,8875,836000
2024-11-13T10:23:00+05:30,62,62.3,60,60.1,7150,836000
2024-11-13T10:24:00+05:30,59.65,60,57.75,57.75,4050,836925
2024-11-13T10:25:00+05:30,57.85,57.85,51.7,52.05,20125,836925
2024-11-13T10:26:00+05:30,52.1,56.15,51.6,55.6,6975,836925
2024-11-13T10:27:00+05:30,56.4,56.65,53.65,54.05,12400,839250
2024-11-13T10:28:00+05:30,54.7,55.1,53.65,53.65,8900,839250
2024-11-13T10:29:00+05:30,53.75,54.6,53,53.5,7225,839250
2024-11-13T10:30:00+05:30,53.35,53.35,50.85,51.6,7500,841000
2024-11-13T10:31:00+05:30,51.9,55,51.9,54.85,4950,841000
2024-11-13T10:32:00+05:30,55.25,55.85,53.55,53.55,3750,841000
2024-11-13T10:33:00+05:30,53.1,53.15,50.8,50.8,2925,844300
2024-11-13T10:34:00+05:30,51.1,52.15,50.65,50.8,4075,844300
2024-11-13T10:35:00+05:30,50.4,50.4,46.2,48.65,9675,844300
2024-11-13T10:36:00+05:30,48.05,50.45,48,50.45,2200,844050
2024-11-13T10:37:00+05:30,50.6,50.6,49.55,49.9,2950,844050
2024-11-13T10:38:00+05:30,49.25,50.55,48.6,49.5,3175,844050
2024-11-13T10:39:00+05:30,49.7,53.35,49.2,53.3,7850,849450
2024-11-13T10:40:00+05:30,53.2,57.3,53.2,54,12275,849450
2024-11-13T10:41:00+05:30,55,56,54,55.4,10150,849450
2024-11-13T10:42:00+05:30,55.6,56.4,54.25,54.85,5125,852850
2024-11-13T10:43:00+05:30,54.6,55.75,54.5,55.4,5425,852850
2024-11-13T10:44:00+05:30,55.85,57.45,55.45,56.55,10525,852850
2024-11-13T10:45:00+05:30,56.9,56.9,54.3,54.6,21625,848500
2024-11-13T10:46:00+05:30,54.5,56.7,53.7,54.15,6550,848500
2024-11-13T10:47:00+05:30,54.15,54.15,51.4,52.2,7750,848500
2024-11-13T10:48:00+05:30,52.5,53.05,49.6,49.8,7200,847325
2024-11-13T10:49:00+05:30,49.85,51.2,48.4,50.15,14075,847325
2024-11-13T10:50:00+05:30,50.8,51.35,50.1,51.35,4100,847325
2024-11-13T10:51:00+05:30,51.35,52.8,50.1,50.1,6500,849475
2024-11-13T10:52:00+05:30,51.35,51.35,49.4,49.4,4250,849475
2024-11-13T10:53:00+05:30,49.6,49.6,44.55,46.65,20750,849475
2024-11-13T10:54:00+05:30,46.9,49.85,45.8,49,10625,848850
2024-11-13T10:55:00+05:30,49.3,50,48.35,50,3275,848850
2024-11-13T10:56:00+05:30,49.7,51.15,48.9,50.3,13150,848850
2024-11-13T10:57:00+05:30,50.3,53.45,50.3,51.5,14725,838775
2024-11-13T10:58:00+05:30,52.15,53.7,51.75,52,5250,838775
2024-11-13T10:59:00+05:30,52.6,52.6,51,51.95,3850,838775
2024-11-13T11:00:00+05:30,52,53.1,50.45,51.45,6325,831700
2024-11-13T11:01:00+05:30,50.8,52,50.7,52,5375,831700
2024-11-13T11:02:00+05:30,52.1,53.45,52.1,52.35,2725,831700
2024-11-13T11:03:00+05:30,53.1,54.2,51.85,51.9,6000,830650
2024-11-13T11:04:00+05:30,53.85,53.85,51.95,53.45,2825,830650
2024-11-13T11:05:00+05:30,53,53,51.25,52.05,5450,830650
2024-11-13T11:06:00+05:30,53,53.55,50.95,51.75,4250,828450
2024-11-13T11:07:00+05:30,52.85,53.25,51.8,52.75,2925,828450
2024-11-13T11:08:00+05:30,52.9,53.35,51.75,52.5,8350,828450
2024-11-13T11:09:00+05:30,52.55,53.1,51.25,52.7,5050,826100
2024-11-13T11:10:00+05:30,52.35,54,52,53.6,3600,826100
2024-11-13T11:11:00+05:30,53.25,54.35,52.65,53.75,6400,826100
2024-11-13T11:12:00+05:30,53.2,54.4,53.2,54.3,5825,825500
2024-11-13T11:13:00+05:30,54.8,54.8,52.75,52.75,7950,825500
2024-11-13T11:14:00+05:30,52.7,54.3,51.6,54.3,6375,825500
2024-11-13T11:15:00+05:30,54.05,54.25,52.6,54,10000,821375
2024-11-13T11:16:00+05:30,53.8,54.5,53.1,53.15,2550,821375
2024-11-13T11:17:00+05:30,53.9,54.35,53.5,54,3025,821375
2024-11-13T11:18:00+05:30,54.45,56.6,54.4,56.6,13850,823850
2024-11-13T11:19:00+05:30,56.85,57.65,56.3,56.95,9375,823850
2024-11-13T11:20:00+05:30,56.8,56.8,54.4,55.3,4675,823850
2024-11-13T11:21:00+05:30,55.05,56.55,54.6,55.2,5900,825250
2024-11-13T11:22:00+05:30,55.5,55.5,53.1,53.1,3775,825250
2024-11-13T11:23:00+05:30,53.7,53.8,51.85,52.35,9400,825250
2024-11-13T11:24:00+05:30,52.2,53.45,51.25,51.3,8025,824800
2024-11-13T11:25:00+05:30,51.4,51.4,50,50.55,2850,824800
2024-11-13T11:26:00+05:30,50.5,51.4,50,50.85,4425,824800
2024-11-13T11:27:00+05:30,51.2,52.45,50.35,52.45,3550,822500
2024-11-13T11:28:00+05:30,52.4,54.45,52.4,53.65,6425,822500
2024-11-13T11:29:00+05:30,53.5,54.05,52.3,54.05,4375,822500
2024-11-13T11:30:00+05:30,53.95,55.25,53.6,54.25,6300,825150
2024-11-13T11:31:00+05:30,54.85,56.45,54.3,56.35,13750,825150
2024-11-13T11:32:00+05:30,56.25,56.6,53.65,54.65,7500,825150
2024-11-13T11:33:00+05:30,55.2,55.2,52.55,52.75,3950,828275
2024-11-13T11:34:00+05:30,52.3,53.85,52.3,52.4,2675,828275
2024-11-13T11:35:00+05:30,53,53,51.2,51.5,7525,828275
2024-11-13T11:36:00+05:30,52.45,53.1,51.8,53.1,5075,824425
2024-11-13T11:37:00+05:30,53.15,54.4,53.1,54.4,2425,824425
2024-11-13T11:38:00+05:30,53.85,54,52,52.35,5500,824425
2024-11-13T11:39:00+05:30,53.45,53.85,52,52,3700,826000
2024-11-13T11:40:00+05:30,52.15,52.55,51.8,52.25,2825,826000
2024-11-13T11:41:00+05:30,52.5,53.6,51.9,51.9,1925,826000
2024-11-13T11:42:00+05:30,53,53.7,52.45,53.7,4500,826000
2024-11-13T11:43:00+05:30,53.35,56,53.35,56,7950,823075
2024-11-13T11:44:00+05:30,56,58.15,56,57.75,5100,823075
2024-11-13T11:45:00+05:30,58,58,55.6,55.6,7000,824100
2024-11-13T11:46:00+05:30,55.1,56.3,53.5,54.35,7750,824100
2024-11-13T11:47:00+05:30,53.7,54.1,52.45,52.75,8850,824100
2024-11-13T11:48:00+05:30,52.6,54.65,52.6,54.15,6125,824100
2024-11-13T11:49:00+05:30,54.65,54.65,51.65,52.15,3925,823250
2024-11-13T11:50:00+05:30,52.4,52.85,51.75,51.75,6875,823250
2024-11-13T11:51:00+05:30,52.75,53.2,51.65,53.2,3000,823250
2024-11-13T11:52:00+05:30,53,53.4,52.45,53.35,3325,822450
2024-11-13T11:53:00+05:30,52.55,53.35,52,53.2,7825,822450
2024-11-13T11:54:00+05:30,53.25,53.3,52.4,52.9,5850,822450
2024-11-13T11:55:00+05:30,52.6,53.15,52,52.05,4100,824775
2024-11-13T11:56:00+05:30,52.4,53.35,52.05,53,9650,824775
2024-11-13T11:57:00+05:30,52.65,53.5,51.8,51.8,5375,824775
2024-11-13T11:58:00+05:30,52,52,50.15,50.3,12875,828475
2024-11-13T11:59:00+05:30,50.55,50.65,49.1,49.1,2875,828475
2024-11-13T12:00:00+05:30,48.9,49.5,46.85,48.05,7000,828475
2024-11-13T12:01:00+05:30,48.2,50.55,47.8,50,2900,830125
2024-11-13T12:02:00+05:30,50.25,51.25,49.5,51.05,4550,830125
2024-11-13T12:03:00+05:30,51.15,51.95,50.3,50.6,7675,830125
2024-11-13T12:04:00+05:30,50.6,52.9,50.6,52.2,1450,829725
2024-11-13T12:05:00+05:30,52.3,52.4,51.3,52,4225,829725
2024-11-13T12:06:00+05:30,52.2,52.2,50.25,51.6,9475,829725
2024-11-13T12:07:00+05:30,51.2,52.2,51.2,51.8,6725,833275
2024-11-13T12:08:00+05:30,52,55,52,54.75,4875,833275
2024-11-13T12:09:00+05:30,54.05,54.05,52.35,53.95,5300,833275
2024-11-13T12:10:00+05:30,53.4,55,53.4,55,6075,832675
2024-11-13T12:11:00+05:30,54.7,55.4,53.95,53.95,5075,832675
2024-11-13T12:12:00+05:30,54,55.75,53.2,54.25,6575,832675
2024-11-13T12:13:00+05:30,54.65,55.7,54.4,55.7,10300,835250
2024-11-13T12:14:00+05:30,56,56.2,54.7,54.7,2750,835250
2024-11-13T12:15:00+05:30,54.6,55.5,53.6,54.25,1400,835250
2024-11-13T12:16:00+05:30,54,55.35,54,54.95,5425,837950
2024-11-13T12:17:00+05:30,53,53.55,52.9,52.9,1325,837950
2024-11-13T12:18:00+05:30,52.45,52.45,50.45,51.4,4525,837950
2024-11-13T12:19:00+05:30,51.3,51.4,50.75,51.15,6850,838850
2024-11-13T12:20:00+05:30,51.3,52.6,51.3,52.6,2425,838850
2024-11-13T12:21:00+05:30,52.9,53.2,52.5,53.2,4025,838850
2024-11-13T12:22:00+05:30,52.6,53.05,50.4,50.4,2700,838900
2024-11-13T12:23:00+05:30,50.6,51.5,50.45,50.6,4725,838900
2024-11-13T12:24:00+05:30,50.95,50.95,49.35,50.35,3825,838900
2024-11-13T12:25:00+05:30,50,51.2,49.65,51,2125,837450
2024-11-13T12:26:00+05:30,50.65,51.05,49.8,50.3,525,837450
2024-11-13T12:27:00+05:30,50.35,52.9,50.35,52.9,2300,837450
2024-11-13T12:28:00+05:30,52.95,53.5,52.45,52.6,875,836425
2024-11-13T12:29:00+05:30,51.9,52.95,51.9,52.95,5075,836425
2024-11-13T12:30:00+05:30,53.45,54.35,52.9,52.95,2950,836425
2024-11-13T12:31:00+05:30,53.7,53.7,51.7,51.7,3700,838525
2024-11-13T12:32:00+05:30,51.4,51.7,50.7,50.7,4825,838525
2024-11-13T12:33:00+05:30,50.15,50.9,49.8,50.15,4900,838525
2024-11-13T12:34:00+05:30,49.75,50.2,48.9,50.2,5625,837150
2024-11-13T12:35:00+05:30,50.25,51.35,50.25,51.2,3000,837150
2024-11-13T12:36:00+05:30,51.2,52,51.2,51.3,2275,837150
2024-11-13T12:37:00+05:30,52.15,52.15,52.1,52.1,75,838525
2024-11-13T12:38:00+05:30,51.85,52.45,51.2,52,4100,838525
2024-11-13T12:39:00+05:30,52.05,52.5,51.5,52.4,800,838525
2024-11-13T12:40:00+05:30,52.25,52.5,51.9,52.4,3200,838925
2024-11-13T12:41:00+05:30,52.65,53.25,52.4,53.1,4950,838925
2024-11-13T12:42:00+05:30,53.1,53.8,52.5,52.55,3150,838925
2024-11-13T12:43:00+05:30,53.2,53.45,52.1,53.4,4275,836575
2024-11-13T12:44:00+05:30,53.6,55.4,53.55,55.15,3675,836575
2024-11-13T12:45:00+05:30,55.15,56.3,54.4,54.4,9625,836575
2024-11-13T12:46:00+05:30,54.3,55,53.8,54,5600,839650
2024-11-13T12:47:00+05:30,54.2,59.6,54.2,59.2,9925,839650
2024-11-13T12:48:00+05:30,59.35,60.75,55,55.45,24900,839650
2024-11-13T12:49:00+05:30,55.3,56.45,55.1,55.85,6900,843850
2024-11-13T12:50:00+05:30,56.3,56.8,55.3,55.7,2650,843850
2024-11-13T12:51:00+05:30,55.95,57.7,55.95,56.2,5950,843850
2024-11-13T12:52:00+05:30,56.7,56.7,54.3,54.3,7100,844325
2024-11-13T12:53:00+05:30,54.55,58.2,54.55,57.95,5575,844325
2024-11-13T12:54:00+05:30,58.2,60.35,58.2,59,11150,844325
2024-11-13T12:55:00+05:30,59.05,59.4,56.7,57.3,6400,844850
2024-11-13T12:56:00+05:30,57.5,58.1,57.45,57.8,1075,844850
2024-11-13T12:57:00+05:30,57.8,59.55,57.3,59.35,9625,844850
2024-11-13T12:58:00+05:30,59.7,62.4,59.55,59.55,34950,850325
2024-11-13T12:59:00+05:30,59.7,60.55,59.1,59.35,36325,850325
2024-11-13T13:00:00+05:30,60,61.7,59.6,61.45,11750,850325
2024-11-13T13:01:00+05:30,61.25,63.7,60.8,60.8,24525,866000
2024-11-13T13:02:00+05:30,61,63.45,61,63.45,11500,866000
2024-11-13T13:03:00+05:30,62.8,62.8,59.65,60.5,15150,866000
2024-11-13T13:04:00+05:30,59.9,61.4,58.6,61.15,10475,871425
2024-11-13T13:05:00+05:30,60,63,60,62.65,4100,871425
2024-11-13T13:06:00+05:30,62.45,63.45,61.15,61.3,6400,871425
2024-11-13T13:07:00+05:30,61,62.7,61,62.25,2450,874225
2024-11-13T13:08:00+05:30,62,64.1,62,63,9675,874225
2024-11-13T13:09:00+05:30,62.6,62.85,59.5,61.2,11025,874225
2024-11-13T13:10:00+05:30,61.65,63.9,61.6,63,12150,876425
2024-11-13T13:11:00+05:30,63.1,64.65,59.8,59.8,8125,876425
2024-11-13T13:12:00+05:30,59.15,59.15,56.25,57.25,16425,876425
2024-11-13T13:13:00+05:30,56.5,56.8,52.3,55.35,10500,879775
2024-11-13T13:14:00+05:30,56.45,57.1,54,54.05,13525,879775
2024-11-13T13:15:00+05:30,54.95,57.8,54.25,57.1,7600,879775
2024-11-13T13:16:00+05:30,57.4,58.85,57.25,57.75,9800,881450
2024-11-13T13:17:00+05:30,58.6,58.8,57.95,58.8,11075,881450
2024-11-13T13:18:00+05:30,57.7,58.7,56.7,57,2250,881450
2024-11-13T13:19:00+05:30,56,56.75,54.6,54.65,3600,878975
2024-11-13T13:20:00+05:30,54.45,55.05,53.85,54.75,2175,878975
2024-11-13T13:21:00+05:30,54.25,55.35,53.95,55,2700,878975
2024-11-13T13:22:00+05:30,54.5,55.75,54.5,55.25,2400,878125
2024-11-13T13:23:00+05:30,55.4,57.7,55.25,57.45,5225,878125
2024-11-13T13:24:00+05:30,57.35,58.25,56.7,56.9,6100,878125
2024-11-13T13:25:00+05:30,57,57,55.3,56.2,4025,873425
2024-11-13T13:26:00+05:30,55.7,58.7,55.4,58.7,5100,873425
2024-11-13T13:27:00+05:30,58.1,58.65,57,57,2850,873425
2024-11-13T13:28:00+05:30,56.9,58.1,56.8,58.1,3450,876375
2024-11-13T13:29:00+05:30,58.5,60.15,58.5,59.4,3575,876375
2024-11-13T13:30:00+05:30,58.95,59.75,57.6,58.55,3800,876375
2024-11-13T13:31:00+05:30,58.65,58.95,56.3,58.95,2700,875750
2024-11-13T13:32:00+05:30,58.7,59.6,58.6,58.85,2450,875750
2024-11-13T13:33:00+05:30,58.6,60,58.35,59.5,9450,875750
2024-11-13T13:34:00+05:30,59.35,59.95,59.35,59.5,5100,874325
2024-11-13T13:35:00+05:30,59.7,60,58.85,58.85,4050,874325
2024-11-13T13:36:00+05:30,58.9,59.4,56.7,56.7,4650,874325
2024-11-13T13:37:00+05:30,57,57.3,55.35,55.35,3725,876025
2024-11-13T13:38:00+05:30,55.7,55.9,50.5,54.5,10825,876025
2024-11-13T13:39:00+05:30,54.35,55.65,54.05,54.7,6275,876025
2024-11-13T13:40:00+05:30,54.2,54.25,53.05,53.55,4575,876475
2024-11-13T13:41:00+05:30,53.6,54.3,52.3,52.4,4225,876475
2024-11-13T13:42:00+05:30,52.5,55.4,52.5,55.05,7850,876475
2024-11-13T13:43:00+05:30,55,55,52.35,52.6,9175,874375
2024-11-13T13:44:00+05:30,52.7,53,50.5,50.5,10250,874375
2024-11-13T13:45:00+05:30,50.85,50.85,45.3,46.85,29800,874375
2024-11-13T13:46:00+05:30,46.55,49.5,46.35,49.15,27675,882850
2024-11-13T13:47:00+05:30,48.95,48.95,45.35,45.65,15825,882850
2024-11-13T13:48:00+05:30,45.75,47.15,45.3,46.35,27075,882850
2024-11-13T13:49:00+05:30,46.15,47.75,46.15,47.7,13475,869050
2024-11-13T13:50:00+05:30,47.5,49.5,45.95,46,8825,869050
2024-11-13T13:51:00+05:30,45.65,47.55,44.5,47.5,6800,869050
2024-11-13T13:52:00+05:30,47.5,49.5,47.5,49.45,7700,868275
2024-11-13T13:53:00+05:30,49.8,50.8,49.6,50.6,2375,868275
2024-11-13T13:54:00+05:30,50.85,50.85,49,50.3,7175,868275
2024-11-13T13:55:00+05:30,50.4,50.6,48.65,48.8,2450,869750
2024-11-13T13:56:00+05:30,49.05,49.05,46.65,47.7,3625,869750
2024-11-13T13:57:00+05:30,45.95,47.8,45.95,46.5,3950,869750
2024-11-13T13:58:00+05:30,46.5,49.7,46.5,49.5,21775,871300
2024-11-13T13:59:00+05:30,50.15,50.8,49.6,50.8,9075,871300
2024-11-13T14:00:00+05:30,49.95,50.7,48.4,49.2,7075,871300
2024-11-13T14:01:00+05:30,48.4,50.45,48.4,49.1,2650,881250
2024-11-13T14:02:00+05:30,49.9,50.25,47.9,47.9,8425,881250
2024-11-13T14:03:00+05:30,48.4,51.9,47.9,51.9,4950,881250
2024-11-13T14:04:00+05:30,52.25,54.35,52.25,53.95,12675,881325
2024-11-13T14:05:00+05:30,53.95,54.7,52.8,53.8,13300,881325
2024-11-13T14:06:00+05:30,53.95,53.95,50.65,50.65,6675,881325
2024-11-13T14:07:00+05:30,51.6,51.7,50.35,50.45,5550,887250
2024-11-13T14:08:00+05:30,50.15,50.65,49.45,50.35,4100,887250
2024-11-13T14:09:00+05:30,50.1,52.75,50,52,7125,887250
2024-11-13T14:10:00+05:30,52.5,52.9,51.65,52.05,4225,890875
2024-11-13T14:11:00+05:30,52.55,54.9,52.55,54.45,8075,890875
2024-11-13T14:12:00+05:30,54.3,58.35,54.3,57.95,22525,890875
2024-11-13T14:13:00+05:30,57.7,57.9,56.4,57.6,17050,893775
2024-11-13T14:14:00+05:30,57.55,57.6,54.25,54.3,13775,893775
2024-11-13T14:15:00+05:30,54.75,56.7,53.8,54.6,3875,893775
2024-11-13T14:16:00+05:30,55.85,56.95,55.85,56,2925,903875
2024-11-13T14:17:00+05:30,56.45,59.15,56.4,58.2,24600,903875
2024-11-13T14:18:00+05:30,58,58.8,57,57.85,18475,903875
2024-11-13T14:19:00+05:30,57.7,59.45,57,57.35,21800,911125
2024-11-13T14:20:00+05:30,57.25,60.65,57.25,60.55,18025,911125
2024-11-13T14:21:00+05:30,61,62.8,60.85,62.55,17950,911125
2024-11-13T14:22:00+05:30,63,63.65,60.8,61.85,21050,915250
2024-11-13T14:23:00+05:30,62.4,63.1,61.3,61.45,25625,915250
2024-11-13T14:24:00+05:30,61.95,63.15,59.8,63.15,11500,915250
2024-11-13T14:25:00+05:30,63,64.7,62.8,63.15,16325,911675
2024-11-13T14:26:00+05:30,62.75,64.45,61.8,64,29925,911675
2024-11-13T14:27:00+05:30,64.15,66.9,60.95,61.85,59250,911675
2024-11-13T14:28:00+05:30,62.5,63.05,61.5,62.5,11925,943500
2024-11-13T14:29:00+05:30,62.2,68.4,62.15,68.15,11100,943500
2024-11-13T14:30:00+05:30,69,72.85,67.65,72.65,40550,943500
2024-11-13T14:31:00+05:30,72.7,74,68.7,68.7,32775,937350
2024-11-13T14:32:00+05:30,69,72,68.6,71.7,33125,937350
2024-11-13T14:33:00+05:30,72,75.4,72,74.1,42175,937350
2024-11-13T14:34:00+05:30,74,78,73.75,76.35,79200,924925
2024-11-13T14:35:00+05:30,76.4,80.9,74.3,76,35375,924925
2024-11-13T14:36:00+05:30,76.3,77.55,75.75,76.75,41050,924925
2024-11-13T14:37:00+05:30,76.6,77.85,73.35,73.35,21800,920250
2024-11-13T14:38:00+05:30,73.45,76.1,70.4,71.05,13625,920250
2024-11-13T14:39:00+05:30,71.65,74,71.3,71.3,8250,920250
2024-11-13T14:40:00+05:30,71.25,75.05,69.4,75.05,16250,920725
2024-11-13T14:41:00+05:30,74.9,79.5,74.9,79.4,15750,920725
2024-11-13T14:42:00+05:30,79.15,79.6,74.65,74.65,21450,920725
2024-11-13T14:43:00+05:30,74.85,77.25,73.8,76.05,6750,919650
2024-11-13T14:44:00+05:30,75.55,77.05,74.75,77.05,13150,919650
2024-11-13T14:45:00+05:30,77.7,81.45,76.75,80.6,19525,919650
2024-11-13T14:46:00+05:30,80.05,80.35,71.55,72,16550,922900
2024-11-13T14:47:00+05:30,73,77.5,73,74.75,11300,922900
2024-11-13T14:48:00+05:30,74.75,74.8,72,74.2,7825,922900
2024-11-13T14:49:00+05:30,74.3,76.3,73.3,74,17350,924475
2024-11-13T14:50:00+05:30,74.05,76.45,72.2,75.7,11900,924475
2024-11-13T14:51:00+05:30,76.05,79.15,75.75,78.9,7075,924475
2024-11-13T14:52:00+05:30,78.6,79.5,76.55,79.45,10525,924400
2024-11-13T14:53:00+05:30,78.8,79.2,70,72,25750,924400
2024-11-13T14:54:00+05:30,71.15,72.15,70.6,70.8,11525,924400
2024-11-13T14:55:00+05:30,71.2,73.15,70.4,73,7925,923600
2024-11-13T14:56:00+05:30,72.35,77.75,72.35,73.3,5400,923600
2024-11-13T14:57:00+05:30,74.05,74.95,72.65,74.05,22575,923600
2024-11-13T14:58:00+05:30,74.9,75.05,72.9,73.9,20400,931925
2024-11-13T14:59:00+05:30,74.85,75,72.95,74,4025,931925
2024-11-13T15:00:00+05:30,73.05,78.3,71.45,77.25,14875,931925
2024-11-13T15:01:00+05:30,78.2,78.4,74.55,76.75,10925,928550
2024-11-13T15:02:00+05:30,76.25,79,75,78.95,11625,928550
2024-11-13T15:03:00+05:30,79.25,81,78.2,80.05,45850,928550
2024-11-13T15:04:00+05:30,80,83.65,77.85,81.9,22825,945700
2024-11-13T15:05:00+05:30,81.9,84.2,81.05,82.75,14500,945700
2024-11-13T15:06:00+05:30,81.95,83.5,81.3,82.8,28350,945700
2024-11-13T15:07:00+05:30,83.05,83.25,78.85,81.8,21475,959950
2024-11-13T15:08:00+05:30,81.45,83.2,80,80,19850,959950
2024-11-13T15:09:00+05:30,80.45,81.35,76.95,77.35,22300,959950
2024-11-13T15:10:00+05:30,77.85,80.4,77.3,78,24200,958000
2024-11-13T15:11:00+05:30,78.3,79.6,77.25,78.75,5600,958000
2024-11-13T15:12:00+05:30,78,79.85,77.1,79,10000,958000
2024-11-13T15:13:00+05:30,78,79.55,78,79.5,6700,951050
2024-11-13T15:14:00+05:30,80,81.2,78.7,78.7,10700,951050
2024-11-13T15:15:00+05:30,78,79.3,72.65,72.8,27675,951050
2024-11-13T15:16:00+05:30,71.3,76.15,71.2,76.15,19100,947300
2024-11-13T15:17:00+05:30,76.9,77.05,72.95,72.95,14150,947300
2024-11-13T15:18:00+05:30,73.1,74.5,72.15,72.15,16575,947300
2024-11-13T15:19:00+05:30,71.95,71.95,68.55,68.55,18000,953475
2024-11-13T15:20:00+05:30,68.65,68.9,66.7,67.6,42350,953475
