    Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
    BFO,824413,3000,WIPROPT,WIPRO25JAN325PE,09-JAN-2025,OPTSTK,PE,325,0.05,
    BFO,2028279,3000,WIPROPT,WIPRO25JAN320PE,09-JAN-2025,OPTSTK,PE,320,0.05,
    BFO,824537,3000,WIPROPT,WIPRO25JAN315PE,09-JAN-2025,OPTSTK,PE,315,0.05,
    BFO,823533,3000,WIPROPT,WIPRO25JAN312.5PE,09-JAN-2025,OPTSTK,PE,312.5,0.05,
    BFO,2029263,3000,WIPROPT,WIPRO25JAN310PE,09-JAN-2025,OPTSTK,PE,310,0.05,
    BFO,822828,3000,WIPROPT,WIPRO25JAN307.5PE,09-JAN-2025,OPTSTK,PE,307.5,0.05,
    BFO,822792,3000,WIPROPT,WIPRO25JAN305PE,09-JAN-2025,OPTSTK,PE,305,0.05,
    BFO,1167144,3000,WIPROPT,WIPRO25JAN302.5PE,09-JAN-2025,OPTSTK,PE,302.5,0.05,
    BFO,1165744,3000,WIPROPT,WIPRO25JAN300PE,09-JAN-2025,OPTSTK,PE,300,0.05,
    BFO,1165105,3000,WIPROPT,WIPRO25JAN297.5PE,09-JAN-2025,OPTSTK,PE,297.5,0.05,
    BFO,1165086,3000,WIPROPT,WIPRO25JAN295PE,09-JAN-2025,OPTSTK,PE,295,0.05,
    BFO,1159935,3000,WIPROPT,WIPRO25JAN292.5PE,09-JAN-2025,OPTSTK,PE,292.5,0.05,
    BFO,1159921,3000,WIPROPT,WIPRO25JAN290PE,09-JAN-2025,OPTSTK,PE,290,0.05,
    BFO,1159783,3000,WIPROPT,WIPRO25JAN287.5PE,09-JAN-2025,OPTSTK,PE,287.5,0.05,
    BFO,1159766,3000,WIPROPT,WIPRO25JAN285PE,09-JAN-2025,OPTSTK,PE,285,0.05,
    BFO,1159558,3000,WIPROPT,WIPRO25JAN282.5PE,09-JAN-2025,OPTSTK,PE,282.5,0.05,
    BFO,1157523,3000,WIPROPT,WIPRO25JAN280PE,09-JAN-2025,OPTSTK,PE,280,0.05,
    BFO,1151927,3000,WIPROPT,WIPRO25JAN277.5PE,09-JAN-2025,OPTSTK,PE,277.5,0.05,
    BFO,1151691,3000,WIPROPT,WIPRO25JAN275PE,09-JAN-2025,OPTSTK,PE,275,0.05,
    BFO,1154263,3000,WIPROPT,WIPRO25JAN272.5PE,09-JAN-2025,OPTSTK,PE,272.5,0.05,
    BFO,1153942,3000,WIPROPT,WIPRO25JAN270PE,09-JAN-2025,OPTSTK,PE,270,0.05,
    BFO,1155825,3000,WIPROPT,WIPRO25JAN267.5PE,09-JAN-2025,OPTSTK,PE,267.5,0.05,
    BFO,1155666,3000,WIPROPT,WIPRO25JAN265PE,09-JAN-2025,OPTSTK,PE,265,0.05,
    BFO,1157266,3000,WIPROPT,WIPRO25JAN262.5PE,09-JAN-2025,OPTSTK,PE,262.5,0.05,
    BFO,1157114,3000,WIPROPT,WIPRO25JAN260PE,09-JAN-2025,OPTSTK,PE,260,0.05,
    BFO,1158748,3000,WIPROPT,WIPRO25JAN257.5PE,09-JAN-2025,OPTSTK,PE,257.5,0.05,
    BFO,1158590,3000,WIPROPT,WIPRO25JAN255PE,09-JAN-2025,OPTSTK,PE,255,0.05,
    BFO,1153528,3000,WIPROPT,WIPRO25JAN252.5PE,09-JAN-2025,OPTSTK,PE,252.5,0.05,
    BFO,1153293,3000,WIPROPT,WIPRO25JAN250PE,09-JAN-2025,OPTSTK,PE,250,0.05,
    BFO,1157624,3000,WIPROPT,WIPRO25JAN247.5PE,09-JAN-2025,OPTSTK,PE,247.5,0.05,
    BFO,1157448,3000,WIPROPT,WIPRO25JAN245PE,09-JAN-2025,OPTSTK,PE,245,0.05,
    BFO,824578,3000,WIPROPT,WIPRO25JAN325CE,09-JAN-2025,OPTSTK,CE,325,0.05,
    BFO,2028282,3000,WIPROPT,WIPRO25JAN320CE,09-JAN-2025,OPTSTK,CE,320,0.05,
    BFO,824446,3000,WIPROPT,WIPRO25JAN315CE,09-JAN-2025,OPTSTK,CE,315,0.05,
    BFO,823449,3000,WIPROPT,WIPRO25JAN312.5CE,09-JAN-2025,OPTSTK,CE,312.5,0.05,
    BFO,2029276,3000,WIPROPT,WIPRO25JAN310CE,09-JAN-2025,OPTSTK,CE,310,0.05,
    BFO,823286,3000,WIPROPT,WIPRO25JAN307.5CE,09-JAN-2025,OPTSTK,CE,307.5,0.05,
    BFO,823252,3000,WIPROPT,WIPRO25JAN305CE,09-JAN-2025,OPTSTK,CE,305,0.05,
    BFO,1167067,3000,WIPROPT,WIPRO25JAN302.5CE,09-JAN-2025,OPTSTK,CE,302.5,0.05,
    BFO,1165716,3000,WIPROPT,WIPRO25JAN300CE,09-JAN-2025,OPTSTK,CE,300,0.05,
    BFO,1165362,3000,WIPROPT,WIPRO25JAN297.5CE,09-JAN-2025,OPTSTK,CE,297.5,0.05,
    BFO,1165336,3000,WIPROPT,WIPRO25JAN295CE,09-JAN-2025,OPTSTK,CE,295,0.05,
    BFO,1159839,3000,WIPROPT,WIPRO25JAN292.5CE,09-JAN-2025,OPTSTK,CE,292.5,0.05,
    BFO,1159821,3000,WIPROPT,WIPRO25JAN290CE,09-JAN-2025,OPTSTK,CE,290,0.05,
    BFO,1159973,3000,WIPROPT,WIPRO25JAN287.5CE,09-JAN-2025,OPTSTK,CE,287.5,0.05,
    BFO,1159957,3000,WIPROPT,WIPRO25JAN285CE,09-JAN-2025,OPTSTK,CE,285,0.05,
    BFO,1159409,3000,WIPROPT,WIPRO25JAN282.5CE,09-JAN-2025,OPTSTK,CE,282.5,0.05,
    BFO,1153449,3000,WIPROPT,WIPRO25JAN280CE,09-JAN-2025,OPTSTK,CE,280,0.05,
    BFO,1155545,3000,WIPROPT,WIPRO25JAN277.5CE,09-JAN-2025,OPTSTK,CE,277.5,0.05,
    BFO,1155384,3000,WIPROPT,WIPRO25JAN275CE,09-JAN-2025,OPTSTK,CE,275,0.05,
    BFO,1156975,3000,WIPROPT,WIPRO25JAN272.5CE,09-JAN-2025,OPTSTK,CE,272.5,0.05,
    BFO,1156816,3000,WIPROPT,WIPRO25JAN270CE,09-JAN-2025,OPTSTK,CE,270,0.05,
    BFO,1158471,3000,WIPROPT,WIPRO25JAN267.5CE,09-JAN-2025,OPTSTK,CE,267.5,0.05,
    BFO,1158315,3000,WIPROPT,WIPRO25JAN265CE,09-JAN-2025,OPTSTK,CE,265,0.05,
    BFO,1153094,3000,WIPROPT,WIPRO25JAN262.5CE,09-JAN-2025,OPTSTK,CE,262.5,0.05,
    BFO,1152852,3000,WIPROPT,WIPRO25JAN260CE,09-JAN-2025,OPTSTK,CE,260,0.05,
    BFO,1155166,3000,WIPROPT,WIPRO25JAN257.5CE,09-JAN-2025,OPTSTK,CE,257.5,0.05,
    BFO,1155031,3000,WIPROPT,WIPRO25JAN255CE,09-JAN-2025,OPTSTK,CE,255,0.05,
    BFO,1156587,3000,WIPROPT,WIPRO25JAN252.5CE,09-JAN-2025,OPTSTK,CE,252.5,0.05,
    BFO,1156418,3000,WIPROPT,WIPRO25JAN250CE,09-JAN-2025,OPTSTK,CE,250,0.05,
    BFO,1157457,3000,WIPROPT,WIPRO25JAN247.5CE,09-JAN-2025,OPTSTK,CE,247.5,0.05,
    BFO,1157276,3000,WIPROPT,WIPRO25JAN245CE,09-JAN-2025,OPTSTK,CE,245,0.05,
    BFO,1170563,3000,WIPRFUT,WIPRO25FEBFUT,13-FEB-2025,FUTSTK,XX,0,0.05,
    BFO,1130728,3000,WIPRFUT,WIPRO24DECFUT,12-DEC-2024,FUTSTK,XX,0,0.05,
    BFO,1151763,3000,WIPRFUT,WIPRO25JANFUT,09-JAN-2025,FUTSTK,XX,0,0.05,
    BFO,824526,3000,WIPROPT,WIPRO25FEB325PE,13-FEB-2025,OPTSTK,PE,325,0.05,
    BFO,824512,3000,WIPROPT,WIPRO25FEB320PE,13-FEB-2025,OPTSTK,PE,320,0.05,
    BFO,824390,3000,WIPROPT,WIPRO25FEB315PE,13-FEB-2025,OPTSTK,PE,315,0.05,
    BFO,823406,3000,WIPROPT,WIPRO25FEB312.5PE,13-FEB-2025,OPTSTK,PE,312.5,0.05,
    BFO,822740,3000,WIPROPT,WIPRO25FEB310PE,13-FEB-2025,OPTSTK,PE,310,0.05,
    BFO,823135,3000,WIPROPT,WIPRO25FEB307.5PE,13-FEB-2025,OPTSTK,PE,307.5,0.05,
    BFO,823098,3000,WIPROPT,WIPRO25FEB305PE,13-FEB-2025,OPTSTK,PE,305,0.05,
    BFO,822192,3000,WIPROPT,WIPRO25FEB302.5PE,13-FEB-2025,OPTSTK,PE,302.5,0.05,
    BFO,1169483,3000,WIPROPT,WIPRO25FEB300PE,13-FEB-2025,OPTSTK,PE,300,0.05,
    BFO,1170615,3000,WIPROPT,WIPRO25FEB297.5PE,13-FEB-2025,OPTSTK,PE,297.5,0.05,
    BFO,1170399,3000,WIPROPT,WIPRO25FEB295PE,13-FEB-2025,OPTSTK,PE,295,0.05,
    BFO,1172201,3000,WIPROPT,WIPRO25FEB292.5PE,13-FEB-2025,OPTSTK,PE,292.5,0.05,
    BFO,1172012,3000,WIPROPT,WIPRO25FEB290PE,13-FEB-2025,OPTSTK,PE,290,0.05,
    BFO,1173768,3000,WIPROPT,WIPRO25FEB287.5PE,13-FEB-2025,OPTSTK,PE,287.5,0.05,
    BFO,1173606,3000,WIPROPT,WIPRO25FEB285PE,13-FEB-2025,OPTSTK,PE,285,0.05,
    BFO,1168710,3000,WIPROPT,WIPRO25FEB282.5PE,13-FEB-2025,OPTSTK,PE,282.5,0.05,
    BFO,1168554,3000,WIPROPT,WIPRO25FEB280PE,13-FEB-2025,OPTSTK,PE,280,0.05,
    BFO,1170129,3000,WIPROPT,WIPRO25FEB277.5PE,13-FEB-2025,OPTSTK,PE,277.5,0.05,
    BFO,1169959,3000,WIPROPT,WIPRO25FEB275PE,13-FEB-2025,OPTSTK,PE,275,0.05,
    BFO,1171743,3000,WIPROPT,WIPRO25FEB272.5PE,13-FEB-2025,OPTSTK,PE,272.5,0.05,
    BFO,1171561,3000,WIPROPT,WIPRO25FEB270PE,13-FEB-2025,OPTSTK,PE,270,0.05,
    BFO,1173358,3000,WIPROPT,WIPRO25FEB267.5PE,13-FEB-2025,OPTSTK,PE,267.5,0.05,
    BFO,1173161,3000,WIPROPT,WIPRO25FEB265PE,13-FEB-2025,OPTSTK,PE,265,0.05,
    BFO,821033,3000,WIPROPT,WIPRO25FEB262.5PE,13-FEB-2025,OPTSTK,PE,262.5,0.05,
    BFO,820994,3000,WIPROPT,WIPRO25FEB260PE,13-FEB-2025,OPTSTK,PE,260,0.05,
    BFO,824449,3000,WIPROPT,WIPRO25FEB255PE,13-FEB-2025,OPTSTK,PE,255,0.05,
    BFO,824432,3000,WIPROPT,WIPRO25FEB325CE,13-FEB-2025,OPTSTK,CE,325,0.05,
    BFO,824414,3000,WIPROPT,WIPRO25FEB320CE,13-FEB-2025,OPTSTK,CE,320,0.05,
    BFO,824547,3000,WIPROPT,WIPRO25FEB315CE,13-FEB-2025,OPTSTK,CE,315,0.05,
    BFO,823436,3000,WIPROPT,WIPRO25FEB312.5CE,13-FEB-2025,OPTSTK,CE,312.5,0.05,
    BFO,822880,3000,WIPROPT,WIPRO25FEB310CE,13-FEB-2025,OPTSTK,CE,310,0.05,
    BFO,823268,3000,WIPROPT,WIPRO25FEB307.5CE,13-FEB-2025,OPTSTK,CE,307.5,0.05,
    BFO,823234,3000,WIPROPT,WIPRO25FEB305CE,13-FEB-2025,OPTSTK,CE,305,0.05,
    BFO,822511,3000,WIPROPT,WIPRO25FEB302.5CE,13-FEB-2025,OPTSTK,CE,302.5,0.05,
    BFO,1172312,3000,WIPROPT,WIPRO25FEB300CE,13-FEB-2025,OPTSTK,CE,300,0.05,
    BFO,1173465,3000,WIPROPT,WIPRO25FEB297.5CE,13-FEB-2025,OPTSTK,CE,297.5,0.05,
    BFO,1173291,3000,WIPROPT,WIPRO25FEB295CE,13-FEB-2025,OPTSTK,CE,295,0.05,
    BFO,1175041,3000,WIPROPT,WIPRO25FEB292.5CE,13-FEB-2025,OPTSTK,CE,292.5,0.05,
    BFO,1174853,3000,WIPROPT,WIPRO25FEB290CE,13-FEB-2025,OPTSTK,CE,290,0.05,
    BFO,1169799,3000,WIPROPT,WIPRO25FEB287.5CE,13-FEB-2025,OPTSTK,CE,287.5,0.05,
    BFO,1169635,3000,WIPROPT,WIPRO25FEB285CE,13-FEB-2025,OPTSTK,CE,285,0.05,
    BFO,1171407,3000,WIPROPT,WIPRO25FEB282.5CE,13-FEB-2025,OPTSTK,CE,282.5,0.05,
    BFO,1171238,3000,WIPROPT,WIPRO25FEB280CE,13-FEB-2025,OPTSTK,CE,280,0.05,
    BFO,1173023,3000,WIPROPT,WIPRO25FEB277.5CE,13-FEB-2025,OPTSTK,CE,277.5,0.05,
    BFO,1172841,3000,WIPROPT,WIPRO25FEB275CE,13-FEB-2025,OPTSTK,CE,275,0.05,
    BFO,1174583,3000,WIPROPT,WIPRO25FEB272.5CE,13-FEB-2025,OPTSTK,CE,272.5,0.05,
    BFO,1174410,3000,WIPROPT,WIPRO25FEB270CE,13-FEB-2025,OPTSTK,CE,270,0.05,
    BFO,1169424,3000,WIPROPT,WIPRO25FEB267.5CE,13-FEB-2025,OPTSTK,CE,267.5,0.05,
    BFO,1169273,3000,WIPROPT,WIPRO25FEB265CE,13-FEB-2025,OPTSTK,CE,265,0.05,
    BFO,820769,3000,WIPROPT,WIPRO25FEB262.5CE,13-FEB-2025,OPTSTK,CE,262.5,0.05,
    BFO,820732,3000,WIPROPT,WIPRO25FEB260CE,13-FEB-2025,OPTSTK,CE,260,0.05,
    BFO,824497,3000,WIPROPT,WIPRO25FEB255CE,13-FEB-2025,OPTSTK,CE,255,0.05,
    BFO,824403,3000,WIPROPT,WIPRO24DEC325PE,12-DEC-2024,OPTSTK,PE,325,0.05,
    BFO,2088493,3000,WIPROPT,WIPRO24DEC320PE,12-DEC-2024,OPTSTK,PE,320,0.05,
    BFO,824527,3000,WIPROPT,WIPRO24DEC315PE,12-DEC-2024,OPTSTK,PE,315,0.05,
    BFO,823526,3000,WIPROPT,WIPRO24DEC312.5PE,12-DEC-2024,OPTSTK,PE,312.5,0.05,
    BFO,2082782,3000,WIPROPT,WIPRO24DEC310PE,12-DEC-2024,OPTSTK,PE,310,0.05,
    BFO,822802,3000,WIPROPT,WIPRO24DEC307.5PE,12-DEC-2024,OPTSTK,PE,307.5,0.05,
    BFO,822754,3000,WIPROPT,WIPRO24DEC305PE,12-DEC-2024,OPTSTK,PE,305,0.05,
    BFO,1167132,3000,WIPROPT,WIPRO24DEC302.5PE,12-DEC-2024,OPTSTK,PE,302.5,0.05,
    BFO,2085005,3000,WIPROPT,WIPRO24DEC300PE,12-DEC-2024,OPTSTK,PE,300,0.05,
    BFO,1165092,3000,WIPROPT,WIPRO24DEC297.5PE,12-DEC-2024,OPTSTK,PE,297.5,0.05,
    BFO,1165067,3000,WIPROPT,WIPRO24DEC295PE,12-DEC-2024,OPTSTK,PE,295,0.05,
    BFO,1136273,3000,WIPROPT,WIPRO24DEC292.5PE,12-DEC-2024,OPTSTK,PE,292.5,0.05,
    BFO,1136231,3000,WIPROPT,WIPRO24DEC290PE,12-DEC-2024,OPTSTK,PE,290,0.05,
    BFO,1135859,3000,WIPROPT,WIPRO24DEC287.5PE,12-DEC-2024,OPTSTK,PE,287.5,0.05,
    BFO,1135821,3000,WIPROPT,WIPRO24DEC285PE,12-DEC-2024,OPTSTK,PE,285,0.05,
    BFO,1134067,3000,WIPROPT,WIPRO24DEC282.5PE,12-DEC-2024,OPTSTK,PE,282.5,0.05,
    BFO,1133891,3000,WIPROPT,WIPRO24DEC280PE,12-DEC-2024,OPTSTK,PE,280,0.05,
    BFO,1129248,3000,WIPROPT,WIPRO24DEC277.5PE,12-DEC-2024,OPTSTK,PE,277.5,0.05,
    BFO,1129073,3000,WIPROPT,WIPRO24DEC275PE,12-DEC-2024,OPTSTK,PE,275,0.05,
    BFO,1130742,3000,WIPROPT,WIPRO24DEC272.5PE,12-DEC-2024,OPTSTK,PE,272.5,0.05,
    BFO,1130581,3000,WIPROPT,WIPRO24DEC270PE,12-DEC-2024,OPTSTK,PE,270,0.05,
    BFO,1132177,3000,WIPROPT,WIPRO24DEC267.5PE,12-DEC-2024,OPTSTK,PE,267.5,0.05,
    BFO,1132007,3000,WIPROPT,WIPRO24DEC265PE,12-DEC-2024,OPTSTK,PE,265,0.05,
    BFO,1133656,3000,WIPROPT,WIPRO24DEC262.5PE,12-DEC-2024,OPTSTK,PE,262.5,0.05,
    BFO,1133494,3000,WIPROPT,WIPRO24DEC260PE,12-DEC-2024,OPTSTK,PE,260,0.05,
    BFO,1135184,3000,WIPROPT,WIPRO24DEC257.5PE,12-DEC-2024,OPTSTK,PE,257.5,0.05,
    BFO,1135005,3000,WIPROPT,WIPRO24DEC255PE,12-DEC-2024,OPTSTK,PE,255,0.05,
    BFO,1130342,3000,WIPROPT,WIPRO24DEC252.5PE,12-DEC-2024,OPTSTK,PE,252.5,0.05,
    BFO,1130180,3000,WIPROPT,WIPRO24DEC250PE,12-DEC-2024,OPTSTK,PE,250,0.05,
    BFO,1134002,3000,WIPROPT,WIPRO24DEC247.5PE,12-DEC-2024,OPTSTK,PE,247.5,0.05,
    BFO,1151211,3000,WIPROPT,WIPRO24DEC245PE,12-DEC-2024,OPTSTK,PE,245,0.05,
    BFO,824564,3000,WIPROPT,WIPRO24DEC325CE,12-DEC-2024,OPTSTK,CE,325,0.05,
    BFO,2088506,3000,WIPROPT,WIPRO24DEC320CE,12-DEC-2024,OPTSTK,CE,320,0.05,
    BFO,824438,3000,WIPROPT,WIPRO24DEC315CE,12-DEC-2024,OPTSTK,CE,315,0.05,
    BFO,823565,3000,WIPROPT,WIPRO24DEC312.5CE,12-DEC-2024,OPTSTK,CE,312.5,0.05,
    BFO,2082825,3000,WIPROPT,WIPRO24DEC310CE,12-DEC-2024,OPTSTK,CE,310,0.05,
    BFO,822938,3000,WIPROPT,WIPRO24DEC307.5CE,12-DEC-2024,OPTSTK,CE,307.5,0.05,
    BFO,822895,3000,WIPROPT,WIPRO24DEC305CE,12-DEC-2024,OPTSTK,CE,305,0.05,
    BFO,1167172,3000,WIPROPT,WIPRO24DEC302.5CE,12-DEC-2024,OPTSTK,CE,302.5,0.05,
    BFO,2085022,3000,WIPROPT,WIPRO24DEC300CE,12-DEC-2024,OPTSTK,CE,300,0.05,
    BFO,1165342,3000,WIPROPT,WIPRO24DEC297.5CE,12-DEC-2024,OPTSTK,CE,297.5,0.05,
    BFO,1165314,3000,WIPROPT,WIPRO24DEC295CE,12-DEC-2024,OPTSTK,CE,295,0.05,
    BFO,1135988,3000,WIPROPT,WIPRO24DEC292.5CE,12-DEC-2024,OPTSTK,CE,292.5,0.05,
    BFO,1135948,3000,WIPROPT,WIPRO24DEC290CE,12-DEC-2024,OPTSTK,CE,290,0.05,
    BFO,1136364,3000,WIPROPT,WIPRO24DEC287.5CE,12-DEC-2024,OPTSTK,CE,287.5,0.05,
    BFO,1136321,3000,WIPROPT,WIPRO24DEC285CE,12-DEC-2024,OPTSTK,CE,285,0.05,
    BFO,1130467,3000,WIPROPT,WIPRO24DEC282.5CE,12-DEC-2024,OPTSTK,CE,282.5,0.05,
    BFO,1130278,3000,WIPROPT,WIPRO24DEC280CE,12-DEC-2024,OPTSTK,CE,280,0.05,
    BFO,1131881,3000,WIPROPT,WIPRO24DEC277.5CE,12-DEC-2024,OPTSTK,CE,277.5,0.05,
    BFO,1131708,3000,WIPROPT,WIPRO24DEC275CE,12-DEC-2024,OPTSTK,CE,275,0.05,
    BFO,1133368,3000,WIPROPT,WIPRO24DEC272.5CE,12-DEC-2024,OPTSTK,CE,272.5,0.05,
    BFO,1133191,3000,WIPROPT,WIPRO24DEC270CE,12-DEC-2024,OPTSTK,CE,270,0.05,
    BFO,1134877,3000,WIPROPT,WIPRO24DEC267.5CE,12-DEC-2024,OPTSTK,CE,267.5,0.05,
    BFO,1134709,3000,WIPROPT,WIPRO24DEC265CE,12-DEC-2024,OPTSTK,CE,265,0.05,
    BFO,1130061,3000,WIPROPT,WIPRO24DEC262.5CE,12-DEC-2024,OPTSTK,CE,262.5,0.05,
    BFO,1129887,3000,WIPROPT,WIPRO24DEC260CE,12-DEC-2024,OPTSTK,CE,260,0.05,
    BFO,1131493,3000,WIPROPT,WIPRO24DEC257.5CE,12-DEC-2024,OPTSTK,CE,257.5,0.05,
    BFO,1131334,3000,WIPROPT,WIPRO24DEC255CE,12-DEC-2024,OPTSTK,CE,255,0.05,
    BFO,1132947,3000,WIPROPT,WIPRO24DEC252.5CE,12-DEC-2024,OPTSTK,CE,252.5,0.05,
    BFO,1132769,3000,WIPROPT,WIPRO24DEC250CE,12-DEC-2024,OPTSTK,CE,250,0.05,
    BFO,1133831,3000,WIPROPT,WIPRO24DEC247.5CE,12-DEC-2024,OPTSTK,CE,247.5,0.05,
    BFO,1151210,3000,WIPROPT,WIPRO24DEC245CE,12-DEC-2024,OPTSTK,CE,245,0.05,
    BFO,1160550,300,VOLTOPT,VOLTAS25JAN2020PE,09-JAN-2025,OPTSTK,PE,2020,0.05,
    BFO,1160539,300,VOLTOPT,VOLTAS25JAN2000PE,09-JAN-2025,OPTSTK,PE,2000,0.05,
    BFO,1160329,300,VOLTOPT,VOLTAS25JAN1980PE,09-JAN-2025,OPTSTK,PE,1980,0.05,
    BFO,1160299,300,VOLTOPT,VOLTAS25JAN1960PE,09-JAN-2025,OPTSTK,PE,1960,0.05,
    BFO,1159704,300,VOLTOPT,VOLTAS25JAN1940PE,09-JAN-2025,OPTSTK,PE,1940,0.05,
    BFO,1151635,300,VOLTOPT,VOLTAS25JAN1920PE,09-JAN-2025,OPTSTK,PE,1920,0.05,
    BFO,1155634,300,VOLTOPT,VOLTAS25JAN1900PE,09-JAN-2025,OPTSTK,PE,1900,0.05,
    BFO,1158008,300,VOLTOPT,VOLTAS25JAN1880PE,09-JAN-2025,OPTSTK,PE,1880,0.05,
    BFO,1154714,300,VOLTOPT,VOLTAS25JAN1860PE,09-JAN-2025,OPTSTK,PE,1860,0.05,
    BFO,1157574,300,VOLTOPT,VOLTAS25JAN1840PE,09-JAN-2025,OPTSTK,PE,1840,0.05,
    BFO,1154049,300,VOLTOPT,VOLTAS25JAN1820PE,09-JAN-2025,OPTSTK,PE,1820,0.05,
    BFO,1153152,300,VOLTOPT,VOLTAS25JAN1800PE,09-JAN-2025,OPTSTK,PE,1800,0.05,
    BFO,1156038,300,VOLTOPT,VOLTAS25JAN1780PE,09-JAN-2025,OPTSTK,PE,1780,0.05,
    BFO,1151661,300,VOLTOPT,VOLTAS25JAN1760PE,09-JAN-2025,OPTSTK,PE,1760,0.05,
    BFO,1155646,300,VOLTOPT,VOLTAS25JAN1740PE,09-JAN-2025,OPTSTK,PE,1740,0.05,
    BFO,1158577,300,VOLTOPT,VOLTAS25JAN1720PE,09-JAN-2025,OPTSTK,PE,1720,0.05,
    BFO,1155287,300,VOLTOPT,VOLTAS25JAN1700PE,09-JAN-2025,OPTSTK,PE,1700,0.05,
    BFO,1157586,300,VOLTOPT,VOLTAS25JAN1680PE,09-JAN-2025,OPTSTK,PE,1680,0.05,
    BFO,1154080,300,VOLTOPT,VOLTAS25JAN1660PE,09-JAN-2025,OPTSTK,PE,1660,0.05,
    BFO,1157175,300,VOLTOPT,VOLTAS25JAN1640PE,09-JAN-2025,OPTSTK,PE,1640,0.05,
    BFO,1164215,300,VOLTOPT,VOLTAS25JAN1620PE,09-JAN-2025,OPTSTK,PE,1620,0.05,
    BFO,1165708,300,VOLTOPT,VOLTAS25JAN1600PE,09-JAN-2025,OPTSTK,PE,1600,0.05,
    BFO,1165739,300,VOLTOPT,VOLTAS25JAN1580PE,09-JAN-2025,OPTSTK,PE,1580,0.05,
    BFO,1165735,300,VOLTOPT,VOLTAS25JAN1560PE,09-JAN-2025,OPTSTK,PE,1560,0.05,
    BFO,1165960,300,VOLTOPT,VOLTAS25JAN1540PE,09-JAN-2025,OPTSTK,PE,1540,0.05,
    BFO,1165941,300,VOLTOPT,VOLTAS25JAN1520PE,09-JAN-2025,OPTSTK,PE,1520,0.05,
    BFO,1166146,300,VOLTOPT,VOLTAS25JAN1500PE,09-JAN-2025,OPTSTK,PE,1500,0.05,
    BFO,1160445,300,VOLTOPT,VOLTAS25JAN2020CE,09-JAN-2025,OPTSTK,CE,2020,0.05,
    BFO,1160432,300,VOLTOPT,VOLTAS25JAN2000CE,09-JAN-2025,OPTSTK,CE,2000,0.05,
    BFO,1160452,300,VOLTOPT,VOLTAS25JAN1980CE,09-JAN-2025,OPTSTK,CE,1980,0.05,
    BFO,1160203,300,VOLTOPT,VOLTAS25JAN1960CE,09-JAN-2025,OPTSTK,CE,1960,0.05,
    BFO,1159517,300,VOLTOPT,VOLTAS25JAN1940CE,09-JAN-2025,OPTSTK,CE,1940,0.05,
    BFO,1157531,300,VOLTOPT,VOLTAS25JAN1920CE,09-JAN-2025,OPTSTK,CE,1920,0.05,
    BFO,1153949,300,VOLTOPT,VOLTAS25JAN1900CE,09-JAN-2025,OPTSTK,CE,1900,0.05,
    BFO,1156566,300,VOLTOPT,VOLTAS25JAN1880CE,09-JAN-2025,OPTSTK,CE,1880,0.05,
    BFO,1152470,300,VOLTOPT,VOLTAS25JAN1860CE,09-JAN-2025,OPTSTK,CE,1860,0.05,
    BFO,1151598,300,VOLTOPT,VOLTAS25JAN1840CE,09-JAN-2025,OPTSTK,CE,1840,0.05,
    BFO,1155606,300,VOLTOPT,VOLTAS25JAN1820CE,09-JAN-2025,OPTSTK,CE,1820,0.05,
    BFO,1158534,300,VOLTOPT,VOLTAS25JAN1800CE,09-JAN-2025,OPTSTK,CE,1800,0.05,
    BFO,1154679,300,VOLTOPT,VOLTAS25JAN1780CE,09-JAN-2025,OPTSTK,CE,1780,0.05,
    BFO,1157537,300,VOLTOPT,VOLTAS25JAN1760CE,09-JAN-2025,OPTSTK,CE,1760,0.05,
    BFO,1153971,300,VOLTOPT,VOLTAS25JAN1740CE,09-JAN-2025,OPTSTK,CE,1740,0.05,
    BFO,1157127,300,VOLTOPT,VOLTAS25JAN1720CE,09-JAN-2025,OPTSTK,CE,1720,0.05,
    BFO,1153319,300,VOLTOPT,VOLTAS25JAN1700CE,09-JAN-2025,OPTSTK,CE,1700,0.05,
    BFO,1156155,300,VOLTOPT,VOLTAS25JAN1680CE,09-JAN-2025,OPTSTK,CE,1680,0.05,
    BFO,1151818,300,VOLTOPT,VOLTAS25JAN1660CE,09-JAN-2025,OPTSTK,CE,1660,0.05,
    BFO,1155757,300,VOLTOPT,VOLTAS25JAN1640CE,09-JAN-2025,OPTSTK,CE,1640,0.05,
    BFO,1164885,300,VOLTOPT,VOLTAS25JAN1620CE,09-JAN-2025,OPTSTK,CE,1620,0.05,
    BFO,1165761,300,VOLTOPT,VOLTAS25JAN1600CE,09-JAN-2025,OPTSTK,CE,1600,0.05,
    BFO,1165700,300,VOLTOPT,VOLTAS25JAN1580CE,09-JAN-2025,OPTSTK,CE,1580,0.05,
    BFO,1165695,300,VOLTOPT,VOLTAS25JAN1560CE,09-JAN-2025,OPTSTK,CE,1560,0.05,
    BFO,1165800,300,VOLTOPT,VOLTAS25JAN1540CE,09-JAN-2025,OPTSTK,CE,1540,0.05,
    BFO,1165783,300,VOLTOPT,VOLTAS25JAN1520CE,09-JAN-2025,OPTSTK,CE,1520,0.05,
