    Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
    BFO,1142417,550,HDBKOPT,HDFCBANK24DEC1820PE,12-DEC-2024,OPTSTK,PE,1820,0.05,
    BFO,1140225,550,HDBKOPT,HDFCBANK24DEC1810PE,12-DEC-2024,OPTSTK,PE,1810,0.05,
    BFO,1141037,550,HDBKOPT,HDFCBANK24DEC1800PE,12-DEC-2024,OPTSTK,PE,1800,0.05,
    BFO,1140040,550,HDBKOPT,HDFCBANK24DEC1790PE,12-DEC-2024,OPTSTK,PE,1790,0.05,
    BFO,1139462,550,HDBKOPT,HDFCBANK24DEC1780PE,12-DEC-2024,OPTSTK,PE,1780,0.05,
    BFO,1139078,550,HDBKOPT,HDFCBANK24DEC1770PE,12-DEC-2024,OPTSTK,PE,1770,0.05,
    BFO,1138546,550,HDBKOPT,HDFCBANK24DEC1760PE,12-DEC-2024,OPTSTK,PE,1760,0.05,
    BFO,1137999,550,HDBKOPT,HDFCBANK24DEC1750PE,12-DEC-2024,OPTSTK,PE,1750,0.05,
    BFO,1130702,550,HDBKOPT,HDFCBANK24DEC1740PE,12-DEC-2024,OPTSTK,PE,1740,0.05,
    BFO,1132127,550,HDBKOPT,HDFCBANK24DEC1730PE,12-DEC-2024,OPTSTK,PE,1730,0.05,
    BFO,1130139,550,HDBKOPT,HDFCBANK24DEC1720PE,12-DEC-2024,OPTSTK,PE,1720,0.05,
    BFO,1131593,550,HDBKOPT,HDFCBANK24DEC1710PE,12-DEC-2024,OPTSTK,PE,1710,0.05,
    BFO,1133045,550,HDBKOPT,HDFCBANK24DEC1700PE,12-DEC-2024,OPTSTK,PE,1700,0.05,
    BFO,1133957,550,HDBKOPT,HDFCBANK24DEC1690PE,12-DEC-2024,OPTSTK,PE,1690,0.05,
    BFO,1129122,550,HDBKOPT,HDFCBANK24DEC1680PE,12-DEC-2024,OPTSTK,PE,1680,0.05,
    BFO,1130637,550,HDBKOPT,HDFCBANK24DEC1670PE,12-DEC-2024,OPTSTK,PE,1670,0.05,
    BFO,1132062,550,HDBKOPT,HDFCBANK24DEC1660PE,12-DEC-2024,OPTSTK,PE,1660,0.05,
    BFO,1133538,550,HDBKOPT,HDFCBANK24DEC1650PE,12-DEC-2024,OPTSTK,PE,1650,0.05,
    BFO,1135060,550,HDBKOPT,HDFCBANK24DEC1640PE,12-DEC-2024,OPTSTK,PE,1640,0.05,
    BFO,1130219,550,HDBKOPT,HDFCBANK24DEC1630PE,12-DEC-2024,OPTSTK,PE,1630,0.05,
    BFO,1131648,550,HDBKOPT,HDFCBANK24DEC1620PE,12-DEC-2024,OPTSTK,PE,1620,0.05,
    BFO,1133125,550,HDBKOPT,HDFCBANK24DEC1610PE,12-DEC-2024,OPTSTK,PE,1610,0.05,
    BFO,1134643,550,HDBKOPT,HDFCBANK24DEC1600PE,12-DEC-2024,OPTSTK,PE,1600,0.05,
    BFO,1149154,550,HDBKOPT,HDFCBANK24DEC1590PE,12-DEC-2024,OPTSTK,PE,1590,0.05,
    BFO,1150280,550,HDBKOPT,HDFCBANK24DEC1580PE,12-DEC-2024,OPTSTK,PE,1580,0.05,
    BFO,1150540,550,HDBKOPT,HDFCBANK24DEC1570PE,12-DEC-2024,OPTSTK,PE,1570,0.05,
    BFO,1150796,550,HDBKOPT,HDFCBANK24DEC1560PE,12-DEC-2024,OPTSTK,PE,1560,0.05,
    BFO,1151054,550,HDBKOPT,HDFCBANK24DEC1550PE,12-DEC-2024,OPTSTK,PE,1550,0.05,
    BFO,2089398,550,HDBKOPT,HDFCBANK24DEC1900CE,12-DEC-2024,OPTSTK,CE,1900,0.05,
    BFO,824622,550,HDBKOPT,HDFCBANK24DEC1890CE,12-DEC-2024,OPTSTK,CE,1890,0.05,
    BFO,823680,550,HDBKOPT,HDFCBANK24DEC1880CE,12-DEC-2024,OPTSTK,CE,1880,0.05,
    BFO,823583,550,HDBKOPT,HDFCBANK24DEC1870CE,12-DEC-2024,OPTSTK,CE,1870,0.05,
    BFO,823464,550,HDBKOPT,HDFCBANK24DEC1860CE,12-DEC-2024,OPTSTK,CE,1860,0.05,
    BFO,1143274,550,HDBKOPT,HDFCBANK24DEC1850CE,12-DEC-2024,OPTSTK,CE,1850,0.05,
    BFO,1142751,550,HDBKOPT,HDFCBANK24DEC1840CE,12-DEC-2024,OPTSTK,CE,1840,0.05,
    BFO,1142527,550,HDBKOPT,HDFCBANK24DEC1830CE,12-DEC-2024,OPTSTK,CE,1830,0.05,
    BFO,1141913,550,HDBKOPT,HDFCBANK24DEC1820CE,12-DEC-2024,OPTSTK,CE,1820,0.05,
    BFO,1141182,550,HDBKOPT,HDFCBANK24DEC1810CE,12-DEC-2024,OPTSTK,CE,1810,0.05,
    BFO,1140305,550,HDBKOPT,HDFCBANK24DEC1800CE,12-DEC-2024,OPTSTK,CE,1800,0.05,
    BFO,1141004,550,HDBKOPT,HDFCBANK24DEC1790CE,12-DEC-2024,OPTSTK,CE,1790,0.05,
    BFO,1139134,550,HDBKOPT,HDFCBANK24DEC1780CE,12-DEC-2024,OPTSTK,CE,1780,0.05,
    BFO,1139486,550,HDBKOPT,HDFCBANK24DEC1770CE,12-DEC-2024,OPTSTK,CE,1770,0.05,
    BFO,1138562,550,HDBKOPT,HDFCBANK24DEC1760CE,12-DEC-2024,OPTSTK,CE,1760,0.05,
    BFO,1138014,550,HDBKOPT,HDFCBANK24DEC1750CE,12-DEC-2024,OPTSTK,CE,1750,0.05,
    BFO,1132010,550,HDBKOPT,HDFCBANK24DEC1740CE,12-DEC-2024,OPTSTK,CE,1740,0.05,
    BFO,1133498,550,HDBKOPT,HDFCBANK24DEC1730CE,12-DEC-2024,OPTSTK,CE,1730,0.05,
    BFO,1135010,550,HDBKOPT,HDFCBANK24DEC1720CE,12-DEC-2024,OPTSTK,CE,1720,0.05,
    BFO,1130185,550,HDBKOPT,HDFCBANK24DEC1710CE,12-DEC-2024,OPTSTK,CE,1710,0.05,
    BFO,1131614,550,HDBKOPT,HDFCBANK24DEC1700CE,12-DEC-2024,OPTSTK,CE,1700,0.05,
    BFO,1132493,550,HDBKOPT,HDFCBANK24DEC1690CE,12-DEC-2024,OPTSTK,CE,1690,0.05,
    BFO,1133989,550,HDBKOPT,HDFCBANK24DEC1680CE,12-DEC-2024,OPTSTK,CE,1680,0.05,
    BFO,1129151,550,HDBKOPT,HDFCBANK24DEC1670CE,12-DEC-2024,OPTSTK,CE,1670,0.05,
    BFO,1130665,550,HDBKOPT,HDFCBANK24DEC1660CE,12-DEC-2024,OPTSTK,CE,1660,0.05,
    BFO,1132086,550,HDBKOPT,HDFCBANK24DEC1650CE,12-DEC-2024,OPTSTK,CE,1650,0.05,
    BFO,1133569,550,HDBKOPT,HDFCBANK24DEC1640CE,12-DEC-2024,OPTSTK,CE,1640,0.05,
    BFO,1135090,550,HDBKOPT,HDFCBANK24DEC1630CE,12-DEC-2024,OPTSTK,CE,1630,0.05,
    BFO,1130249,550,HDBKOPT,HDFCBANK24DEC1620CE,12-DEC-2024,OPTSTK,CE,1620,0.05,
    BFO,1131685,550,HDBKOPT,HDFCBANK24DEC1610CE,12-DEC-2024,OPTSTK,CE,1610,0.05,
    BFO,1133155,550,HDBKOPT,HDFCBANK24DEC1600CE,12-DEC-2024,OPTSTK,CE,1600,0.05,
    BFO,1149768,550,HDBKOPT,HDFCBANK24DEC1590CE,12-DEC-2024,OPTSTK,CE,1590,0.05,
    BFO,1150014,550,HDBKOPT,HDFCBANK24DEC1580CE,12-DEC-2024,OPTSTK,CE,1580,0.05,
    BFO,1150282,550,HDBKOPT,HDFCBANK24DEC1570CE,12-DEC-2024,OPTSTK,CE,1570,0.05,
    BFO,1150546,550,HDBKOPT,HDFCBANK24DEC1560CE,12-DEC-2024,OPTSTK,CE,1560,0.05,
    BFO,1150797,550,HDBKOPT,HDFCBANK24DEC1550CE,12-DEC-2024,OPTSTK,CE,1550,0.05,
    BFO,2023126,350,HCLTOPT,HCLTECH25JAN2040PE,09-JAN-2025,OPTSTK,PE,2040,0.05,
    BFO,1160209,350,HCLTOPT,HCLTECH25JAN2020PE,09-JAN-2025,OPTSTK,PE,2020,0.05,
    BFO,1159899,350,HCLTOPT,HCLTECH25JAN2000PE,09-JAN-2025,OPTSTK,PE,2000,0.05,
    BFO,1159559,350,HCLTOPT,HCLTECH25JAN1980PE,09-JAN-2025,OPTSTK,PE,1980,0.05,
    BFO,1157927,350,HCLTOPT,HCLTECH25JAN1960PE,09-JAN-2025,OPTSTK,PE,1960,0.05,
    BFO,1154632,350,HCLTOPT,HCLTECH25JAN1940PE,09-JAN-2025,OPTSTK,PE,1940,0.05,
    BFO,1157483,350,HCLTOPT,HCLTECH25JAN1920PE,09-JAN-2025,OPTSTK,PE,1920,0.05,
    BFO,1153848,350,HCLTOPT,HCLTECH25JAN1900PE,09-JAN-2025,OPTSTK,PE,1900,0.05,
    BFO,1156528,350,HCLTOPT,HCLTECH25JAN1880PE,09-JAN-2025,OPTSTK,PE,1880,0.05,
    BFO,1155944,350,HCLTOPT,HCLTECH25JAN1860PE,09-JAN-2025,OPTSTK,PE,1860,0.05,
    BFO,1151546,350,HCLTOPT,HCLTECH25JAN1840PE,09-JAN-2025,OPTSTK,PE,1840,0.05,
    BFO,1155574,350,HCLTOPT,HCLTECH25JAN1820PE,09-JAN-2025,OPTSTK,PE,1820,0.05,
    BFO,1158500,350,HCLTOPT,HCLTECH25JAN1800PE,09-JAN-2025,OPTSTK,PE,1800,0.05,
    BFO,1154638,350,HCLTOPT,HCLTECH25JAN1780PE,09-JAN-2025,OPTSTK,PE,1780,0.05,
    BFO,1157494,350,HCLTOPT,HCLTECH25JAN1760PE,09-JAN-2025,OPTSTK,PE,1760,0.05,
    BFO,1153867,350,HCLTOPT,HCLTECH25JAN1740PE,09-JAN-2025,OPTSTK,PE,1740,0.05,
    BFO,1157081,350,HCLTOPT,HCLTECH25JAN1720PE,09-JAN-2025,OPTSTK,PE,1720,0.05,
    BFO,1153256,350,HCLTOPT,HCLTECH25JAN1700PE,09-JAN-2025,OPTSTK,PE,1700,0.05,
    BFO,1156101,350,HCLTOPT,HCLTECH25JAN1680PE,09-JAN-2025,OPTSTK,PE,1680,0.05,
    BFO,1165777,350,HCLTOPT,HCLTECH25JAN1660PE,09-JAN-2025,OPTSTK,PE,1660,0.05,
    BFO,1166109,350,HCLTOPT,HCLTECH25JAN1640PE,09-JAN-2025,OPTSTK,PE,1640,0.05,
    BFO,1166091,350,HCLTOPT,HCLTECH25JAN1620PE,09-JAN-2025,OPTSTK,PE,1620,0.05,
    BFO,2023156,350,HCLTOPT,HCLTECH25JAN2040CE,09-JAN-2025,OPTSTK,CE,2040,0.05,
    BFO,1160091,350,HCLTOPT,HCLTECH25JAN2020CE,09-JAN-2025,OPTSTK,CE,2020,0.05,
    BFO,1159770,350,HCLTOPT,HCLTECH25JAN2000CE,09-JAN-2025,OPTSTK,CE,2000,0.05,
    BFO,1159379,350,HCLTOPT,HCLTECH25JAN1980CE,09-JAN-2025,OPTSTK,CE,1980,0.05,
    BFO,1156475,350,HCLTOPT,HCLTECH25JAN1960CE,09-JAN-2025,OPTSTK,CE,1960,0.05,
    BFO,1152283,350,HCLTOPT,HCLTECH25JAN1940CE,09-JAN-2025,OPTSTK,CE,1940,0.05,
    BFO,1156042,350,HCLTOPT,HCLTECH25JAN1920CE,09-JAN-2025,OPTSTK,CE,1920,0.05,
    BFO,1151672,350,HCLTOPT,HCLTECH25JAN1900CE,09-JAN-2025,OPTSTK,CE,1900,0.05,
    BFO,1157887,350,HCLTOPT,HCLTECH25JAN1880CE,09-JAN-2025,OPTSTK,CE,1880,0.05,
    BFO,1154594,350,HCLTOPT,HCLTECH25JAN1860CE,09-JAN-2025,OPTSTK,CE,1860,0.05,
    BFO,1157433,350,HCLTOPT,HCLTECH25JAN1840CE,09-JAN-2025,OPTSTK,CE,1840,0.05,
    BFO,1153775,350,HCLTOPT,HCLTECH25JAN1820CE,09-JAN-2025,OPTSTK,CE,1820,0.05,
    BFO,1157032,350,HCLTOPT,HCLTECH25JAN1800CE,09-JAN-2025,OPTSTK,CE,1800,0.05,
    BFO,1152323,350,HCLTOPT,HCLTECH25JAN1780CE,09-JAN-2025,OPTSTK,CE,1780,0.05,
    BFO,1156054,350,HCLTOPT,HCLTECH25JAN1760CE,09-JAN-2025,OPTSTK,CE,1760,0.05,
    BFO,1151693,350,HCLTOPT,HCLTECH25JAN1740CE,09-JAN-2025,OPTSTK,CE,1740,0.05,
    BFO,1155668,350,HCLTOPT,HCLTECH25JAN1720CE,09-JAN-2025,OPTSTK,CE,1720,0.05,
    BFO,1158593,350,HCLTOPT,HCLTECH25JAN1700CE,09-JAN-2025,OPTSTK,CE,1700,0.05,
    BFO,1154745,350,HCLTOPT,HCLTECH25JAN1680CE,09-JAN-2025,OPTSTK,CE,1680,0.05,
    BFO,1165986,350,HCLTOPT,HCLTECH25JAN1660CE,09-JAN-2025,OPTSTK,CE,1660,0.05,
    BFO,1165966,350,HCLTOPT,HCLTECH25JAN1640CE,09-JAN-2025,OPTSTK,CE,1640,0.05,
    BFO,1165949,350,HCLTOPT,HCLTECH25JAN1620CE,09-JAN-2025,OPTSTK,CE,1620,0.05,
    BFO,1170014,350,HCLTFUT,HCLTECH25FEBFUT,13-FEB-2025,FUTSTK,XX,0,0.05,
    BFO,1130232,350,HCLTFUT,HCLTECH24DECFUT,12-DEC-2024,FUTSTK,XX,0,0.05,
    BFO,1158563,350,HCLTFUT,HCLTECH25JANFUT,09-JAN-2025,FUTSTK,XX,0,0.05,
    BFO,822428,350,HCLTOPT,HCLTECH25FEB2040PE,13-FEB-2025,OPTSTK,PE,2040,0.05,
    BFO,822406,350,HCLTOPT,HCLTECH25FEB2020PE,13-FEB-2025,OPTSTK,PE,2020,0.05,
    BFO,1174343,350,HCLTOPT,HCLTECH25FEB2000PE,13-FEB-2025,OPTSTK,PE,2000,0.05,
    BFO,1171249,350,HCLTOPT,HCLTECH25FEB1980PE,13-FEB-2025,OPTSTK,PE,1980,0.05,
    BFO,1174426,350,HCLTOPT,HCLTECH25FEB1960PE,13-FEB-2025,OPTSTK,PE,1960,0.05,
    BFO,1170822,350,HCLTOPT,HCLTECH25FEB1940PE,13-FEB-2025,OPTSTK,PE,1940,0.05,
    BFO,1173992,350,HCLTOPT,HCLTECH25FEB1920PE,13-FEB-2025,OPTSTK,PE,1920,0.05,
    BFO,1170360,350,HCLTOPT,HCLTECH25FEB1900PE,13-FEB-2025,OPTSTK,PE,1900,0.05,
    BFO,1172959,350,HCLTOPT,HCLTECH25FEB1880PE,13-FEB-2025,OPTSTK,PE,1880,0.05,
    BFO,1169364,350,HCLTOPT,HCLTECH25FEB1860PE,13-FEB-2025,OPTSTK,PE,1860,0.05,
    BFO,1172507,350,HCLTOPT,HCLTECH25FEB1840PE,13-FEB-2025,OPTSTK,PE,1840,0.05,
    BFO,1168987,350,HCLTOPT,HCLTECH25FEB1820PE,13-FEB-2025,OPTSTK,PE,1820,0.05,
    BFO,1172054,350,HCLTOPT,HCLTECH25FEB1800PE,13-FEB-2025,OPTSTK,PE,1800,0.05,
    BFO,1170826,350,HCLTOPT,HCLTECH25FEB1780PE,13-FEB-2025,OPTSTK,PE,1780,0.05,
    BFO,1174004,350,HCLTOPT,HCLTECH25FEB1760PE,13-FEB-2025,OPTSTK,PE,1760,0.05,
    BFO,1170368,350,HCLTOPT,HCLTECH25FEB1740PE,13-FEB-2025,OPTSTK,PE,1740,0.05,
    BFO,1173574,350,HCLTOPT,HCLTECH25FEB1720PE,13-FEB-2025,OPTSTK,PE,1720,0.05,
    BFO,820498,350,HCLTOPT,HCLTECH25FEB1700PE,13-FEB-2025,OPTSTK,PE,1700,0.05,
    BFO,821281,350,HCLTOPT,HCLTECH25FEB1680PE,13-FEB-2025,OPTSTK,PE,1680,0.05,
    BFO,822204,350,HCLTOPT,HCLTECH25FEB2040CE,13-FEB-2025,OPTSTK,CE,2040,0.05,
    BFO,822179,350,HCLTOPT,HCLTECH25FEB2020CE,13-FEB-2025,OPTSTK,CE,2020,0.05,
    BFO,1172813,350,HCLTOPT,HCLTECH25FEB2000CE,13-FEB-2025,OPTSTK,CE,2000,0.05,
    BFO,1169678,350,HCLTOPT,HCLTECH25FEB1980CE,13-FEB-2025,OPTSTK,CE,1980,0.05,
    BFO,1172904,350,HCLTOPT,HCLTECH25FEB1960CE,13-FEB-2025,OPTSTK,CE,1960,0.05,
    BFO,1169326,350,HCLTOPT,HCLTECH25FEB1940CE,13-FEB-2025,OPTSTK,CE,1940,0.05,
    BFO,1172447,350,HCLTOPT,HCLTECH25FEB1920CE,13-FEB-2025,OPTSTK,CE,1920,0.05,
    BFO,1168939,350,HCLTOPT,HCLTECH25FEB1900CE,13-FEB-2025,OPTSTK,CE,1900,0.05,
    BFO,1171376,350,HCLTOPT,HCLTECH25FEB1880CE,13-FEB-2025,OPTSTK,CE,1880,0.05,
    BFO,1174542,350,HCLTOPT,HCLTECH25FEB1860CE,13-FEB-2025,OPTSTK,CE,1860,0.05,
    BFO,1170938,350,HCLTOPT,HCLTECH25FEB1840CE,13-FEB-2025,OPTSTK,CE,1840,0.05,
    BFO,1174108,350,HCLTOPT,HCLTECH25FEB1820CE,13-FEB-2025,OPTSTK,CE,1820,0.05,
    BFO,1170479,350,HCLTOPT,HCLTECH25FEB1800CE,13-FEB-2025,OPTSTK,CE,1800,0.05,
    BFO,1169336,350,HCLTOPT,HCLTECH25FEB1780CE,13-FEB-2025,OPTSTK,CE,1780,0.05,
    BFO,1172463,350,HCLTOPT,HCLTECH25FEB1760CE,13-FEB-2025,OPTSTK,CE,1760,0.05,
    BFO,1168953,350,HCLTOPT,HCLTECH25FEB1740CE,13-FEB-2025,OPTSTK,CE,1740,0.05,
    BFO,1172003,350,HCLTOPT,HCLTECH25FEB1720CE,13-FEB-2025,OPTSTK,CE,1720,0.05,
    BFO,820920,350,HCLTOPT,HCLTECH25FEB1700CE,13-FEB-2025,OPTSTK,CE,1700,0.05,
    BFO,821413,350,HCLTOPT,HCLTECH25FEB1680CE,13-FEB-2025,OPTSTK,CE,1680,0.05,
    BFO,2087450,350,HCLTOPT,HCLTECH24DEC2040PE,12-DEC-2024,OPTSTK,PE,2040,0.05,
    BFO,1160298,350,HCLTOPT,HCLTECH24DEC2020PE,12-DEC-2024,OPTSTK,PE,2020,0.05,
    BFO,1160020,350,HCLTOPT,HCLTECH24DEC2000PE,12-DEC-2024,OPTSTK,PE,2000,0.05,
    BFO,1159731,350,HCLTOPT,HCLTECH24DEC1980PE,12-DEC-2024,OPTSTK,PE,1980,0.05,
    BFO,1136522,350,HCLTOPT,HCLTECH24DEC1960PE,12-DEC-2024,OPTSTK,PE,1960,0.05,
    BFO,1129278,350,HCLTOPT,HCLTECH24DEC1940PE,12-DEC-2024,OPTSTK,PE,1940,0.05,
    BFO,1132196,350,HCLTOPT,HCLTECH24DEC1920PE,12-DEC-2024,OPTSTK,PE,1920,0.05,
    BFO,1135211,350,HCLTOPT,HCLTECH24DEC1900PE,12-DEC-2024,OPTSTK,PE,1900,0.05,
    BFO,1131254,350,HCLTOPT,HCLTECH24DEC1880PE,12-DEC-2024,OPTSTK,PE,1880,0.05,
    BFO,1134172,350,HCLTOPT,HCLTECH24DEC1860PE,12-DEC-2024,OPTSTK,PE,1860,0.05,
    BFO,1130857,350,HCLTOPT,HCLTECH24DEC1840PE,12-DEC-2024,OPTSTK,PE,1840,0.05,
    BFO,1133763,350,HCLTOPT,HCLTECH24DEC1820PE,12-DEC-2024,OPTSTK,PE,1820,0.05,
    BFO,1130466,350,HCLTOPT,HCLTECH24DEC1800PE,12-DEC-2024,OPTSTK,PE,1800,0.05,
    BFO,1129295,350,HCLTOPT,HCLTECH24DEC1780PE,12-DEC-2024,OPTSTK,PE,1780,0.05,
    BFO,1132212,350,HCLTOPT,HCLTECH24DEC1760PE,12-DEC-2024,OPTSTK,PE,1760,0.05,
    BFO,1135221,350,HCLTOPT,HCLTECH24DEC1740PE,12-DEC-2024,OPTSTK,PE,1740,0.05,
    BFO,1131806,350,HCLTOPT,HCLTECH24DEC1720PE,12-DEC-2024,OPTSTK,PE,1720,0.05,
    BFO,1134821,350,HCLTOPT,HCLTECH24DEC1700PE,12-DEC-2024,OPTSTK,PE,1700,0.05,
    BFO,1130865,350,HCLTOPT,HCLTECH24DEC1680PE,12-DEC-2024,OPTSTK,PE,1680,0.05,
    BFO,1133775,350,HCLTOPT,HCLTECH24DEC1660PE,12-DEC-2024,OPTSTK,PE,1660,0.05,
    BFO,1138238,350,HCLTOPT,HCLTECH24DEC1640PE,12-DEC-2024,OPTSTK,PE,1640,0.05,
    BFO,1138202,350,HCLTOPT,HCLTECH24DEC1620PE,12-DEC-2024,OPTSTK,PE,1620,0.05,
    BFO,1139141,350,HCLTOPT,HCLTECH24DEC1600PE,12-DEC-2024,OPTSTK,PE,1600,0.05,
    BFO,2087476,350,HCLTOPT,HCLTECH24DEC2040CE,12-DEC-2024,OPTSTK,CE,2040,0.05,
    BFO,1160193,350,HCLTOPT,HCLTECH24DEC2020CE,12-DEC-2024,OPTSTK,CE,2020,0.05,
    BFO,1159888,350,HCLTOPT,HCLTECH24DEC2000CE,12-DEC-2024,OPTSTK,CE,2000,0.05,
    BFO,1159544,350,HCLTOPT,HCLTECH24DEC1980CE,12-DEC-2024,OPTSTK,CE,1980,0.05,
    BFO,1136190,350,HCLTOPT,HCLTECH24DEC1960CE,12-DEC-2024,OPTSTK,CE,1960,0.05,
    BFO,1134126,350,HCLTOPT,HCLTECH24DEC1940CE,12-DEC-2024,OPTSTK,CE,1940,0.05,
    BFO,1130802,350,HCLTOPT,HCLTECH24DEC1920CE,12-DEC-2024,OPTSTK,CE,1920,0.05,
    BFO,1133705,350,HCLTOPT,HCLTECH24DEC1900CE,12-DEC-2024,OPTSTK,CE,1900,0.05,
    BFO,1129835,350,HCLTOPT,HCLTECH24DEC1880CE,12-DEC-2024,OPTSTK,CE,1880,0.05,
    BFO,1132718,350,HCLTOPT,HCLTECH24DEC1860CE,12-DEC-2024,OPTSTK,CE,1860,0.05,
    BFO,1129412,350,HCLTOPT,HCLTECH24DEC1840CE,12-DEC-2024,OPTSTK,CE,1840,0.05,
    BFO,1132296,350,HCLTOPT,HCLTECH24DEC1820CE,12-DEC-2024,OPTSTK,CE,1820,0.05,
    BFO,1128972,350,HCLTOPT,HCLTECH24DEC1800CE,12-DEC-2024,OPTSTK,CE,1800,0.05,
    BFO,1134136,350,HCLTOPT,HCLTECH24DEC1780CE,12-DEC-2024,OPTSTK,CE,1780,0.05,
    BFO,1130818,350,HCLTOPT,HCLTECH24DEC1760CE,12-DEC-2024,OPTSTK,CE,1760,0.05,
    BFO,1133720,350,HCLTOPT,HCLTECH24DEC1740CE,12-DEC-2024,OPTSTK,CE,1740,0.05,
    BFO,1130420,350,HCLTOPT,HCLTECH24DEC1720CE,12-DEC-2024,OPTSTK,CE,1720,0.05,
    BFO,1133325,350,HCLTOPT,HCLTECH24DEC1700CE,12-DEC-2024,OPTSTK,CE,1700,0.05,
    BFO,1129430,350,HCLTOPT,HCLTECH24DEC1680CE,12-DEC-2024,OPTSTK,CE,1680,0.05,
    BFO,1132313,350,HCLTOPT,HCLTECH24DEC1660CE,12-DEC-2024,OPTSTK,CE,1660,0.05,
    BFO,1138836,350,HCLTOPT,HCLTECH24DEC1640CE,12-DEC-2024,OPTSTK,CE,1640,0.05,
    BFO,1138778,350,HCLTOPT,HCLTECH24DEC1620CE,12-DEC-2024,OPTSTK,CE,1620,0.05,
    BFO,1139586,350,HCLTOPT,HCLTECH24DEC1600CE,12-DEC-2024,OPTSTK,CE,1600,0.05,
    BFO,1160526,150,HAMCOPT,HDFCAMC25JAN5200PE,09-JAN-2025,OPTSTK,PE,5200,0.05,
    BFO,1160370,150,HAMCOPT,HDFCAMC25JAN5150PE,09-JAN-2025,OPTSTK,PE,5150,0.05,
    BFO,1160552,150,HAMCOPT,HDFCAMC25JAN5100PE,09-JAN-2025,OPTSTK,PE,5100,0.05,
    BFO,1160391,150,HAMCOPT,HDFCAMC25JAN5050PE,09-JAN-2025,OPTSTK,PE,5050,0.05,
    BFO,1160476,150,HAMCOPT,HDFCAMC25JAN5000PE,09-JAN-2025,OPTSTK,PE,5000,0.05,
    BFO,1160367,150,HAMCOPT,HDFCAMC25JAN4950PE,09-JAN-2025,OPTSTK,PE,4950,0.05,
    BFO,1160204,150,HAMCOPT,HDFCAMC25JAN4900PE,09-JAN-2025,OPTSTK,PE,4900,0.05,
    BFO,1160001,150,HAMCOPT,HDFCAMC25JAN4850PE,09-JAN-2025,OPTSTK,PE,4850,0.05,
    BFO,1159403,150,HAMCOPT,HDFCAMC25JAN4800PE,09-JAN-2025,OPTSTK,PE,4800,0.05,
    BFO,1156512,150,HAMCOPT,HDFCAMC25JAN4750PE,09-JAN-2025,OPTSTK,PE,4750,0.05,
    BFO,1157552,150,HAMCOPT,HDFCAMC25JAN4700PE,09-JAN-2025,OPTSTK,PE,4700,0.05,
    BFO,1158063,150,HAMCOPT,HDFCAMC25JAN4650PE,09-JAN-2025,OPTSTK,PE,4650,0.05,
    BFO,1151832,150,HAMCOPT,HDFCAMC25JAN4600PE,09-JAN-2025,OPTSTK,PE,4600,0.05,
    BFO,1156087,150,HAMCOPT,HDFCAMC25JAN4550PE,09-JAN-2025,OPTSTK,PE,4550,0.05,
    BFO,1157149,150,HAMCOPT,HDFCAMC25JAN4500PE,09-JAN-2025,OPTSTK,PE,4500,0.05,
    BFO,1157640,150,HAMCOPT,HDFCAMC25JAN4450PE,09-JAN-2025,OPTSTK,PE,4450,0.05,
    BFO,1158694,150,HAMCOPT,HDFCAMC25JAN4400PE,09-JAN-2025,OPTSTK,PE,4400,0.05,
    BFO,1151958,150,HAMCOPT,HDFCAMC25JAN4350PE,09-JAN-2025,OPTSTK,PE,4350,0.05,
    BFO,1156757,150,HAMCOPT,HDFCAMC25JAN4300PE,09-JAN-2025,OPTSTK,PE,4300,0.05,
    BFO,1157233,150,HAMCOPT,HDFCAMC25JAN4250PE,09-JAN-2025,OPTSTK,PE,4250,0.05,
    BFO,1158330,150,HAMCOPT,HDFCAMC25JAN4200PE,09-JAN-2025,OPTSTK,PE,4200,0.05,
    BFO,1158783,150,HAMCOPT,HDFCAMC25JAN4150PE,09-JAN-2025,OPTSTK,PE,4150,0.05,
    BFO,1152992,150,HAMCOPT,HDFCAMC25JAN4100PE,09-JAN-2025,OPTSTK,PE,4100,0.05,
    BFO,1156850,150,HAMCOPT,HDFCAMC25JAN4050PE,09-JAN-2025,OPTSTK,PE,4050,0.05,
    BFO,1164303,150,HAMCOPT,HDFCAMC25JAN4000PE,09-JAN-2025,OPTSTK,PE,4000,0.05,
    BFO,1166092,150,HAMCOPT,HDFCAMC25JAN3950PE,09-JAN-2025,OPTSTK,PE,3950,0.05,
    BFO,1167879,150,HAMCOPT,HDFCAMC25JAN3900PE,09-JAN-2025,OPTSTK,PE,3900,0.05,
    BFO,820799,150,HAMCOPT,HDFCAMC25JAN3850PE,09-JAN-2025,OPTSTK,PE,3850,0.05,
    BFO,1160424,150,HAMCOPT,HDFCAMC25JAN5200CE,09-JAN-2025,OPTSTK,CE,5200,0.05,
    BFO,1160372,150,HAMCOPT,HDFCAMC25JAN5150CE,09-JAN-2025,OPTSTK,CE,5150,0.05,
    BFO,1160446,150,HAMCOPT,HDFCAMC25JAN5100CE,09-JAN-2025,OPTSTK,CE,5100,0.05,
    BFO,1160524,150,HAMCOPT,HDFCAMC25JAN5050CE,09-JAN-2025,OPTSTK,CE,5050,0.05,
